Colorado Department of Revenue,,,,
Marijuana Sales by County Report,,,,
January 2014 to Date,,,,
,,,,
Month,Year,County,Medical Marijuana Sales ¹,Retail Marijuana Sales ²
6,2015,Denver,"$16,545,160 ","$17,280,785 "
6,2015,Eagle,"$259,462 ","$534,649 "
6,2015,El Paso,"$7,050,814 ",NR
6,2015,Fremont,"$205,924 ",NA
6,2015,Garfield,"$430,562 ","$798,425 "
6,2015,Gilpin,NR,"$183,787 "
6,2015,Grand,NR,"$142,695 "
6,2015,Gunnison,NR,"$273,865 "
6,2015,Huerfano,NA,NR
6,2015,Jefferson,"$1,833,049 ","$2,584,940 "
6,2015,La Plata,"$425,100 ","$1,283,234 "
6,2015,Lake,NA,NR
6,2015,Larimer,"$1,219,011 ","$2,321,397 "
6,2015,Las Animas,NR,"$714,276 "
6,2015,Mesa,NR,NR
6,2015,Moffat,NR,NA
6,2015,Montezuma,"$127,877 ","$463,559 "
6,2015,Montrose,NR,NA
6,2015,Morgan,NR,NR
6,2015,Ouray,NR,NR
6,2015,Park,NR,"$191,938 "
6,2015,Pitkin,"$77,058 ","$570,064 "
6,2015,Pueblo,"$569,375 ","$1,517,777 "
6,2015,Routt,"$159,915 ","$485,969 "
6,2015,Saguache,NA,NR
6,2015,San Juan,NA,NR
6,2015,San Miguel,"$51,852 ","$315,531 "
6,2015,Sedgwick,NR,NR
6,2015,Summit,"$215,753 ","$925,580 "
6,2015,Teller,NR,NA
6,2015,Weld,"$287,920 ","$1,693,656 "
7,2015, Total,"$40,611,139 ","$55,315,111 "
7,2015,Adams,"$456,679 ","$1,822,902 "
7,2015,Alamosa,NR,NA
7,2015,Arapahoe,"$1,629,440 ","$4,482,419 "
7,2015,Archuleta,NR,NR
7,2015,Boulder,"$2,638,188 ","$4,926,814 "
7,2015,Chaffee,NR,NR
7,2015,Clear Creek,"$97,914 ","$558,033 "
7,2015,Conejos,NA,NR
7,2015,Costilla,NR,NR
7,2015,Denver,"$19,786,382 ","$19,851,838 "
7,2015,Eagle,"$310,266 ","$745,007 "
7,2015,El Paso,"$8,504,081 ",NR
7,2015,Fremont,"$242,306 ",NA
7,2015,Garfield,"$481,231 ","$953,213 "
7,2015,Gilpin,NR,"$185,927 "
7,2015,Grand,NR,"$230,218 "
7,2015,Gunnison,NR,"$454,862 "
7,2015,Huerfano,NA,NR
7,2015,Jefferson,"$2,038,463 ","$2,891,081 "
7,2015,La Plata,"$486,029 ","$1,529,417 "
7,2015,Lake,NA,NR
7,2015,Larimer,"$1,401,524 ","$2,714,363 "
7,2015,Las Animas,NR,"$1,009,958 "
7,2015,Mesa,NR,NR
7,2015,Moffat,NR,NA
7,2015,Montezuma,"$142,880 ","$572,832 "
7,2015,Montrose,NR,NA
7,2015,Morgan,NR,NR
7,2015,Ouray,NR,NR
7,2015,Park,NR,"$235,832 "
7,2015,Pitkin,"$94,939 ","$850,341 "
7,2015,Pueblo,"$699,033 ","$1,852,589 "
7,2015,Routt,"$186,072 ","$631,836 "
7,2015,Saguache,NA,NR
7,2015,San Juan,NA,NR
7,2015,San Miguel,"$51,293 ","$387,509 "
7,2015,Sedgwick,NR,NR
7,2015,Summit,"$246,327 ","$1,304,307 "
7,2015,Teller,NR,NA
7,2015,Weld,"$364,477 ","$1,878,564 "
8,2015, Total,"$40,819,368 ","$57,679,482 "
8,2015,Adams,"$414,843 ","$2,007,490 "
8,2015,Alamosa,NR,NA
8,2015,Arapahoe,"$1,782,767 ","$5,068,738 "
8,2015,Archuleta,NR,NR
8,2015,Boulder,"$2,854,869 ","$5,076,823 "
8,2015,Chaffee,NR,"$529,711 "
8,2015,Clear Creek,"$99,241 ","$549,270 "
8,2015,Conejos,NA,NR
8,2015,Costilla,NR,NR
8,2015,Denver,"$18,920,270 ","$20,586,503 "
8,2015,Eagle,"$321,194 ","$755,726 "
8,2015,El Paso,"$8,703,525 ",NR
8,2015,Fremont,"$247,910 ",NA
8,2015,Garfield,"$623,488 ","$919,088 "
8,2015,Gilpin,"$33,160 ","$209,981 "
8,2015,Grand,NR,"$234,153 "
8,2015,Gunnison,NR,"$454,015 "
8,2015,Huerfano,NA,NR
8,2015,Jefferson,"$2,119,709 ","$3,008,160 "
8,2015,La Plata,"$468,119 ","$1,517,581 "
8,2015,Lake,NA,NR
8,2015,Larimer,"$1,506,663 ","$2,921,981 "
8,2015,Las Animas,NR,"$1,043,528 "
8,2015,Mesa,NR,NR
8,2015,Moffat,NR,NA
8,2015,Montezuma,"$141,894 ","$602,753 "
8,2015,Montrose,NR,NA
8,2015,Morgan,NR,NR
8,2015,Ouray,NR,NR
8,2015,Park,NR,"$220,562 "
8,2015,Pitkin,"$100,615 ","$815,391 "
8,2015,Pueblo,"$879,622 ","$1,894,167 "
8,2015,Routt,"$197,957 ","$649,959 "
8,2015,Saguache,NA,NR
8,2015,San Juan,NA,NR
8,2015,San Miguel,"$48,630 ","$367,696 "
8,2015,Sedgwick,NR,NR
8,2015,Summit,"$237,146 ","$1,325,273 "
8,2015,Teller,NR,NA
8,2015,Weld,"$429,172 ","$1,964,176 "
9,2015, Total,"$39,991,813 ","$53,639,366 "
9,2015,Adams,"$456,102 ","$2,066,128 "
9,2015,Alamosa,NR,NA
9,2015,Arapahoe,"$1,821,831 ","$5,321,883 "
9,2015,Archuleta,NR,NR
9,2015,Boulder,"$2,808,636 ","$4,564,394 "
9,2015,Chaffee,NR,"$391,518 "
9,2015,Clear Creek,"$98,054 ","$490,483 "
9,2015,Conejos,NA,NR
9,2015,Costilla,NR,NR
9,2015,Denver,"$18,017,794 ","$19,062,651 "
9,2015,Eagle,"$306,549 ","$632,711 "
9,2015,El Paso,"$8,632,187 ",NR
9,2015,Fremont,"$262,093 ",NA
9,2015,Garfield,"$558,081 ","$888,159 "
9,2015,Gilpin,"$31,881 ","$206,010 "
9,2015,Grand,NR,"$182,101 "
9,2015,Gunnison,NR,"$333,527 "
9,2015,Huerfano,NA,NR
9,2015,Jefferson,"$2,096,374 ","$2,859,786 "
9,2015,La Plata,"$489,476 ","$1,596,319 "
9,2015,Lake,NA,NR
9,2015,Larimer,"$1,546,038 ","$2,735,329 "
9,2015,Las Animas,NR,"$1,018,744 "
9,2015,Mesa,NR,NR
9,2015,Moffat,NR,NA
9,2015,Montezuma,"$122,425 ","$605,971 "
9,2015,Montrose,NR,NA
9,2015,Morgan,NR,NR
9,2015,Ouray,NR,"$342,064 "
9,2015,Park,NR,"$185,916 "
9,2015,Pitkin,"$90,803 ","$627,987 "
9,2015,Pueblo,"$1,004,209 ","$1,721,621 "
9,2015,Routt,"$216,833 ","$576,410 "
9,2015,Saguache,NA,NR
9,2015,San Juan,NA,NR
9,2015,San Miguel,"$53,511 ","$330,093 "
9,2015,Sedgwick,NR,NR
9,2015,Summit,"$235,065 ","$1,024,344 "
9,2015,Teller,NR,NA
9,2015,Weld,"$447,995 ","$1,804,494 "
10,2015, Total,"$36,742,780 ","$54,467,764 "
10,2015,Adams,"$435,580 ","$2,446,592 "
10,2015,Alamosa,NR,NA
10,2015,Arapahoe,"$1,743,830 ","$5,728,782 "
10,2015,Archuleta,NR,NR
10,2015,Boulder,"$2,816,381 ","$4,777,912 "
10,2015,Chaffee,NR,"$325,900 "
10,2015,Clear Creek,"$87,040 ","$419,695 "
10,2015,Conejos,NA,NR
10,2015,Costilla,NR,NR
10,2015,Denver,"$16,398,610 ","$19,085,375 "
10,2015,Eagle,"$294,270 ","$590,827 "
10,2015,El Paso,"$8,065,363 ",NR
10,2015,Fremont,"$178,145 ",NA
10,2015,Garfield,"$404,126 ","$872,142 "
10,2015,Gilpin,NR,"$185,948 "
10,2015,Grand,NR,"$166,746 "
10,2015,Gunnison,NR,NR
10,2015,Huerfano,NA,NR
10,2015,Jefferson,"$1,881,358 ","$3,091,341 "
10,2015,La Plata,"$404,921 ","$1,541,740 "
10,2015,Lake,NA,NR
10,2015,Larimer,"$1,452,878 ","$2,885,257 "
10,2015,Las Animas,NR,"$1,035,512 "
10,2015,Mesa,NR,NR
10,2015,Moffat,NR,NA
10,2015,Montezuma,"$106,843 ","$627,049 "
10,2015,Montrose,NR,NA
10,2015,Morgan,NR,NR
10,2015,Ouray,NR,NR
10,2015,Park,NR,"$201,525 "
10,2015,Pitkin,"$80,160 ","$443,764 "
10,2015,Pueblo,"$863,610 ","$1,710,792 "
10,2015,Routt,"$201,592 ","$563,187 "
10,2015,Saguache,NA,NR
10,2015,San Juan,NA,NR
10,2015,San Miguel,"$50,875 ","$195,014 "
10,2015,Sedgwick,NR,NR
10,2015,Summit,"$215,459 ","$968,236 "
10,2015,Teller,NR,NA
10,2015,Weld,"$418,307 ","$1,908,470 "
11,2015, Total,"$30,770,436 ","$49,453,755 "
11,2015,Adams,"$411,536 ","$2,426,969 "
11,2015,Alamosa,NR,NA
11,2015,Arapahoe,"$1,474,373 ","$5,485,411 "
11,2015,Archuleta,NR,NR
11,2015,Boulder,"$2,441,291 ","$4,312,311 "
11,2015,Chaffee,NR,"$257,406 "
11,2015,Clear Creek,"$65,544 ","$382,303 "
11,2015,Conejos,NA,NR
11,2015,Costilla,NR,NR
11,2015,Denver,"$13,509,435 ","$17,834,233 "
11,2015,Eagle,"$239,175 ","$608,573 "
11,2015,El Paso,"$6,629,977 ",NR
11,2015,Fremont,"$146,376 ",NA
11,2015,Garfield,"$276,743 ","$706,287 "
11,2015,Gilpin,NR,"$165,186 "
11,2015,Grand,NR,"$149,468 "
11,2015,Gunnison,NR,"$250,041 "
11,2015,Huerfano,NA,NR
11,2015,Jefferson,"$1,654,954 ","$2,816,172 "
11,2015,La Plata,"$332,966 ","$1,192,549 "
11,2015,Lake,NA,NR
11,2015,Larimer,"$1,263,937 ","$2,561,270 "
11,2015,Las Animas,NR,"$850,923 "
11,2015,Mesa,NR,NR
11,2015,Moffat,NR,NA
11,2015,Montezuma,"$93,505 ","$528,833 "
11,2015,Montrose,NR,NA
11,2015,Morgan,NR,NR
11,2015,Ouray,NR,NR
11,2015,Park,NR,"$168,909 "
11,2015,Pitkin,"$78,898 ","$348,178 "
11,2015,Pueblo,"$776,637 ","$1,447,179 "
11,2015,Routt,"$182,755 ","$437,492 "
11,2015,Saguache,NA,NR
11,2015,San Juan,NA,NR
11,2015,San Miguel,"$39,568 ","$121,095 "
11,2015,Sedgwick,NR,NR
11,2015,Summit,"$214,387 ","$1,022,796 "
11,2015,Teller,NR,NA
11,2015,Weld,"$361,925 ","$1,688,077 "
12,2015, Total,"$36,010,893 ","$56,077,002 "
12,2015,Adams,"$441,833 ","$2,706,310 "
12,2015,Alamosa,NR,NA
12,2015,Arapahoe,"$1,606,205 ","$6,055,214 "
12,2015,Archuleta,NR,NR
12,2015,Boulder,"$2,807,281 ","$4,621,551 "
12,2015,Chaffee,NR,NR
12,2015,Clear Creek,"$81,631 ","$492,005 "
12,2015,Conejos,NA,NR
12,2015,Costilla,NR,NR
12,2015,Denver,"$16,255,498 ","$19,339,032 "
12,2015,Eagle,"$273,264 ","$948,426 "
12,2015,El Paso,"$7,639,235 ",NR
12,2015,Fremont,"$160,693 ",NA
12,2015,Garfield,"$318,985 ","$801,776 "
12,2015,Gilpin,NR,"$145,319 "
12,2015,Grand,NR,"$274,910 "
12,2015,Gunnison,NR,"$365,817 "
12,2015,Huerfano,NA,NR
12,2015,Jefferson,"$1,745,285 ","$3,153,194 "
12,2015,La Plata,"$370,071 ","$1,460,381 "
12,2015,Lake,NA,NR
12,2015,Larimer,"$1,374,506 ","$2,818,206 "
12,2015,Las Animas,NR,"$921,083 "
12,2015,Mesa,NR,NR
12,2015,Moffat,NR,NA
12,2015,Montezuma,"$89,934 ","$559,469 "
12,2015,Montrose,NR,NA
12,2015,Morgan,NR,NR
12,2015,Ouray,NR,NR
12,2015,Park,NR,"$188,927 "
12,2015,Pitkin,"$83,107 ","$895,847 "
12,2015,Pueblo,"$1,251,262 ","$1,530,280 "
12,2015,Routt,"$203,563 ","$655,561 "
12,2015,Saguache,NA,NR
12,2015,San Juan,NA,NR
12,2015,San Miguel,"$45,244 ","$275,068 "
12,2015,Sedgwick,NR,NR
12,2015,Summit,"$234,110 ","$1,750,307 "
12,2015,Teller,NR,NA
12,2015,Weld,"$384,896 ","$1,849,039 "
1,2016, Total,"$32,860,544 ","$55,896,018 "
1,2016,Adams,"$363,668 ","$2,544,485 "
1,2016,Alamosa,NR,NA
1,2016,Arapahoe,"$1,547,734 ","$5,949,573 "
1,2016,Archuleta,NR,NR
1,2016,Boulder,"$2,565,967 ","$4,499,880 "
1,2016,Chaffee,NR,"$268,240 "
1,2016,Clear Creek,"$103,212 ","$550,192 "
1,2016,Conejos,NA,NR
1,2016,Costilla,NR,NR
1,2016,Denver,"$14,692,917 ","$18,969,263 "
1,2016,Eagle,"$258,266 ","$1,214,652 "
1,2016,El Paso,"$7,124,874 ",NR
1,2016,Fremont,"$160,049 ",NA
1,2016,Garfield,"$342,951 ","$821,090 "
1,2016,Gilpin,NR,"$136,475 "
1,2016,Grand,NR,"$287,813 "
1,2016,Gunnison,NR,"$400,086 "
1,2016,Huerfano,NA,NR
1,2016,Jefferson,"$1,624,527 ","$3,020,022 "
1,2016,La Plata,"$364,582 ","$1,396,817 "
1,2016,Lake,NA,NR
1,2016,Larimer,"$1,310,553 ","$2,708,125 "
1,2016,Las Animas,NR,"$922,872 "
1,2016,Mesa,NR,NR
1,2016,Moffat,NR,NA
1,2016,Montezuma,"$79,330 ","$532,773 "
1,2016,Montrose,NR,NA
1,2016,Morgan,NR,NR
1,2016,Ouray,NR,NR
1,2016,Park,NR,"$187,006 "
1,2016,Pitkin,"$93,239 ","$1,008,558 "
1,2016,Pueblo,"$822,153 ","$1,466,234 "
1,2016,Routt,"$203,373 ","$792,416 "
1,2016,Saguache,NA,NR
1,2016,San Juan,NA,NR
1,2016,San Miguel,NR,"$385,569 "
1,2016,Sedgwick,NR,NR
1,2016,Summit,"$228,510 ","$2,338,782 "
1,2016,Teller,NR,NA
1,2016,Weld,"$356,636 ","$1,793,538 "
2,2016, Total,"$34,019,234 ","$57,045,314 "
2,2016,Adams,"$331,503 ","$2,597,102 "
2,2016,Alamosa,NR,NA
2,2016,Arapahoe,"$1,502,406 ","$6,229,934 "
2,2016,Archuleta,NR,NR
2,2016,Boulder,"$2,517,617 ","$4,477,304 "
2,2016,Chaffee,NR,"$281,840 "
2,2016,Clear Creek,"$89,373 ","$535,811 "
2,2016,Conejos,NA,"$163,449 "
2,2016,Costilla,NR,"$153,417 "
2,2016,Denver,"$15,302,180 ","$19,129,746 "
2,2016,Eagle,"$234,659 ","$1,176,777 "
2,2016,El Paso,"$7,548,713 ",NR
2,2016,Fremont,NR,NA
2,2016,Garfield,"$386,348 ","$860,185 "
2,2016,Gilpin,NR,"$172,887 "
2,2016,Grand,NR,"$279,018 "
2,2016,Gunnison,NR,"$413,264 "
2,2016,Huerfano,NA,NR
2,2016,Jefferson,"$1,589,401 ","$2,970,642 "
2,2016,La Plata,"$360,382 ","$1,484,507 "
2,2016,Lake,NA,NR
2,2016,Larimer,"$1,341,468 ","$2,878,307 "
2,2016,Las Animas,NR,"$1,012,648 "
2,2016,Mesa,NR,NR
2,2016,Moffat,NR,NA
2,2016,Montezuma,"$102,860 ","$600,808 "
2,2016,Montrose,NR,NA
2,2016,Morgan,NR,NR
2,2016,Ouray,NR,NR
2,2016,Park,NR,"$176,302 "
2,2016,Pitkin,"$95,627 ","$964,350 "
2,2016,Pueblo,"$980,275 ","$1,686,427 "
2,2016,Routt,"$193,928 ","$772,020 "
2,2016,Saguache,NA,NR
2,2016,San Juan,NA,NR
2,2016,San Miguel,"$46,544 ","$339,892 "
2,2016,Sedgwick,NR,NR
2,2016,Summit,"$212,147 ","$2,116,576 "
2,2016,Teller,NR,NA
2,2016,Weld,"$395,983 ","$1,866,786 "
3,2016, Total,"$38,116,173 ","$65,121,388 "
3,2016,Adams,"$347,344 ","$2,909,379 "
3,2016,Alamosa,NR,NA
3,2016,Arapahoe,"$1,601,551 ","$7,112,616 "
3,2016,Archuleta,NR,NR
3,2016,Boulder,"$2,718,254 ","$5,138,199 "
3,2016,Chaffee,NR,"$350,973 "
3,2016,Clear Creek,"$87,829 ","$561,094 "
3,2016,Conejos,NA,"$211,950 "
3,2016,Costilla,NR,"$195,952 "
3,2016,Denver,"$17,353,519 ","$21,459,311 "
3,2016,Eagle,"$264,913 ","$1,283,537 "
3,2016,El Paso,"$8,537,583 ",NR
3,2016,Fremont,"$207,942 ",NA
3,2016,Garfield,"$425,553 ","$1,095,523 "
3,2016,Gilpin,NR,"$188,204 "
3,2016,Grand,NR,"$360,353 "
3,2016,Gunnison,NR,"$490,823 "
3,2016,Huerfano,NA,NR
3,2016,Jefferson,"$1,715,396 ","$3,327,498 "
3,2016,La Plata,"$404,686 ","$1,679,875 "
3,2016,Lake,NA,NR
3,2016,Larimer,"$1,401,215 ","$3,197,373 "
3,2016,Las Animas,NR,"$1,284,687 "
3,2016,Mesa,NR,NR
3,2016,Moffat,NR,NA
3,2016,Montezuma,"$102,939 ","$728,890 "
3,2016,Montrose,NR,NA
3,2016,Morgan,NR,NR
3,2016,Ouray,NR,NR
3,2016,Park,NR,"$229,022 "
3,2016,Pitkin,"$103,033 ","$1,082,334 "
3,2016,Pueblo,"$1,240,646 ","$2,074,591 "
3,2016,Routt,"$220,567 ","$759,132 "
3,2016,Saguache,NA,NR
3,2016,San Juan,NA,NR
3,2016,San Miguel,NR,NR
3,2016,Sedgwick,NR,NR
3,2016,Summit,NR,"$2,395,692 "
3,2016,Teller,NR,NA
3,2016,Weld,NR,"$2,034,731 "
4,2016, Total,"$38,294,503 ","$63,841,328 "
4,2016,Adams,"$387,146 ","$3,187,313 "
4,2016,Alamosa,NR,NA
4,2016,Arapahoe,"$1,682,301 ","$7,531,661 "
4,2016,Archuleta,NR,NR
4,2016,Boulder,"$2,706,731 ","$5,082,136 "
4,2016,Chaffee,NR,"$300,638 "
4,2016,Clear Creek,"$80,570 ","$423,714 "
4,2016,Conejos,NA,"$221,411 "
4,2016,Costilla,NR,"$184,198 "
4,2016,Denver,"$17,690,729 ","$22,606,396 "
4,2016,Eagle,"$231,691 ","$820,436 "
4,2016,El Paso,"$8,357,949 ",NR
4,2016,Fremont,"$217,581 ",NA
4,2016,Garfield,"$468,925 ","$1,153,014 "
4,2016,Gilpin,NR,"$190,800 "
4,2016,Grand,NR,"$233,601 "
4,2016,Gunnison,NR,"$325,678 "
4,2016,Huerfano,NA,NR
4,2016,Jefferson,"$1,727,954 ","$3,572,554 "
4,2016,La Plata,"$410,448 ","$1,598,561 "
4,2016,Lake,NA,NR
4,2016,Larimer,"$1,388,304 ","$3,233,416 "
4,2016,Las Animas,NR,"$1,258,520 "
4,2016,Mesa,NR,NR
4,2016,Moffat,NR,NA
4,2016,Montezuma,"$114,171 ","$727,306 "
4,2016,Montrose,NR,NA
4,2016,Morgan,NR,NR
4,2016,Ouray,NR,NR
4,2016,Park,NR,"$199,423 "
4,2016,Pitkin,"$88,482 ","$501,414 "
4,2016,Pueblo,"$1,248,985 ","$2,069,169 "
4,2016,Routt,"$188,783 ","$550,366 "
4,2016,Saguache,NA,NR
4,2016,San Juan,NA,NR
4,2016,San Miguel,"$44,771 ","$138,111 "
4,2016,Sedgwick,NR,NR
4,2016,Summit,"$201,583 ","$1,391,044 "
4,2016,Teller,NR,NA
4,2016,Weld,"$425,780 ","$2,029,498 "
5,2016, Total,"$37,636,295 ","$63,831,071 "
5,2016,Adams,"$391,906 ","$3,360,096 "
5,2016,Alamosa,NR,NA
5,2016,Arapahoe,"$1,511,924 ","$7,426,175 "
5,2016,Archuleta,NR,NR
5,2016,Boulder,"$2,436,555 ","$5,315,292 "
5,2016,Chaffee,NR,"$333,276 "
5,2016,Clear Creek,"$83,258 ","$452,848 "
5,2016,Conejos,NA,"$257,716 "
5,2016,Costilla,NR,"$223,862 "
5,2016,Denver,"$17,833,330 ","$21,615,189 "
5,2016,Eagle,"$194,685 ","$650,881 "
5,2016,El Paso,"$8,343,490 ",NR
5,2016,Fremont,"$207,499 ",NA
5,2016,Garfield,"$526,740 ","$1,210,134 "
5,2016,Gilpin,NR,"$225,826 "
5,2016,Grand,NR,"$189,787 "
5,2016,Gunnison,NR,"$344,705 "
5,2016,Huerfano,NA,NR
5,2016,Jefferson,"$1,679,965 ","$3,572,041 "
5,2016,La Plata,"$400,259 ","$1,740,113 "
5,2016,Lake,NA,"$147,684 "
5,2016,Larimer,"$1,292,029 ","$3,465,166 "
5,2016,Las Animas,NR,"$1,456,567 "
5,2016,Mesa,NR,NR
5,2016,Moffat,NR,NA
5,2016,Montezuma,"$100,642 ","$842,550 "
5,2016,Montrose,NR,NA
5,2016,Morgan,NR,"$543,167 "
5,2016,Ouray,NR,"$325,887 "
5,2016,Park,NR,"$237,775 "
5,2016,Pitkin,"$80,601 ","$392,581 "
5,2016,Pueblo,"$1,262,557 ","$2,184,317 "
5,2016,Routt,NR,"$514,632 "
5,2016,Saguache,NA,NR
5,2016,San Juan,NA,NR
5,2016,San Miguel,"$37,042 ","$157,740 "
5,2016,Sedgwick,NR,NR
5,2016,Summit,"$161,710 ","$991,298 "
5,2016,Teller,NR,NA
5,2016,Weld,"$360,773 ","$2,043,048 "
6,2016, Total,"$38,177,550 ","$67,881,863 "
6,2016,Adams,"$379,841 ","$3,434,567 "
6,2016,Alamosa,NR,NA
6,2016,Arapahoe,"$1,485,581 ","$7,565,406 "
6,2016,Archuleta,NR,NR
6,2016,Boulder,"$2,271,053 ","$5,541,278 "
6,2016,Chaffee,NR,"$455,848 "
6,2016,Clear Creek,"$68,418 ","$553,669 "
6,2016,Conejos,NA,"$332,403 "
6,2016,Costilla,NR,"$265,269 "
6,2016,Denver,"$18,632,737 ","$21,841,675 "
6,2016,Eagle,"$211,161 ","$842,569 "
6,2016,El Paso,"$8,443,101 ",NR
6,2016,Fremont,"$212,028 ",NA
6,2016,Garfield,"$426,581 ","$1,333,408 "
6,2016,Gilpin,NR,"$243,952 "
6,2016,Grand,NR,"$261,059 "
6,2016,Gunnison,NR,"$479,935 "
6,2016,Huerfano,NA,NR
6,2016,Jefferson,"$1,538,630 ","$3,753,947 "
6,2016,La Plata,"$441,148 ","$1,939,519 "
6,2016,Lake,NA,"$206,574 "
6,2016,Larimer,"$1,222,737 ","$3,648,840 "
6,2016,Las Animas,NR,"$1,622,815 "
6,2016,Mesa,NR,NR
6,2016,Moffat,NR,NA
6,2016,Montezuma,"$96,553 ","$914,168 "
6,2016,Montrose,NR,NA
6,2016,Morgan,NR,"$549,251 "
6,2016,Ouray,NR,NR
6,2016,Park,NR,"$299,449 "
6,2016,Pitkin,"$94,197 ","$673,427 "
6,2016,Pueblo,"$1,386,239 ","$2,365,115 "
6,2016,Routt,"$140,614 ","$649,366 "
6,2016,Saguache,NA,NR
6,2016,San Juan,NA,NR
6,2016,San Miguel,"$43,855 ","$329,083 "
6,2016,Sedgwick,NR,NR
6,2016,Summit,"$153,626 ","$1,253,529 "
6,2016,Teller,NR,NA
6,2016,Weld,"$301,573 ","$2,024,804 "
7,2016, Total,"$40,129,985 ","$81,478,447 "
7,2016,Adams,"$407,856 ","$4,154,813 "
7,2016,Alamosa,NR,NA
7,2016,Arapahoe,"$1,544,755 ","$8,738,376 "
7,2016,Archuleta,NR,NR
7,2016,Boulder,"$2,288,359 ","$6,365,624 "
7,2016,Chaffee,NR,NR
7,2016,Clear Creek,"$69,153 ","$672,704 "
7,2016,Conejos,NA,"$436,196 "
7,2016,Costilla,NR,"$383,906 "
7,2016,Denver,"$19,516,909 ","$25,938,973 "
7,2016,Eagle,"$203,569 ","$1,111,856 "
7,2016,El Paso,"$9,016,410 ",NR
7,2016,Fremont,"$229,800 ",NA
7,2016,Garfield,"$443,929 ","$1,628,885 "
7,2016,Gilpin,NR,"$267,260 "
7,2016,Grand,NR,"$381,080 "
7,2016,Gunnison,NR,"$459,794 "
7,2016,Huerfano,NA,NR
7,2016,Jefferson,"$1,706,015 ","$4,318,330 "
7,2016,La Plata,"$429,948 ","$2,306,604 "
7,2016,Lake,NA,"$274,691 "
7,2016,Larimer,"$1,355,537 ","$4,181,160 "
7,2016,Las Animas,NR,"$2,179,979 "
7,2016,Mesa,NR,NR
7,2016,Moffat,NR,NA
7,2016,Montezuma,"$104,162 ","$1,187,679 "
7,2016,Montrose,NR,NA
7,2016,Morgan,NR,"$634,140 "
7,2016,Ouray,NR,"$505,470 "
7,2016,Park,NR,"$381,198 "
7,2016,Pitkin,"$97,253 ","$1,062,245 "
7,2016,Pueblo,"$1,351,605 ","$2,995,085 "
7,2016,Routt,"$157,223 ","$882,414 "
7,2016,Saguache,NA,NR
7,2016,San Juan,NA,NR
7,2016,San Miguel,"$43,759 ","$446,217 "
7,2016,Sedgwick,NR,NR
7,2016,Summit,"$170,367 ","$1,760,408 "
7,2016,Teller,NR,NA
7,2016,Weld,"$335,697 ","$2,381,224 "
8,2016, Total,"$41,056,948 ","$84,055,363 "
8,2016,Adams,"$405,729 ","$4,444,010 "
8,2016,Alamosa,NR,NA
8,2016,Arapahoe,"$1,587,942 ","$9,084,765 "
8,2016,Archuleta,NR,NR
8,2016,Boulder,"$2,346,058 ","$6,420,613 "
8,2016,Chaffee,NR,NR
8,2016,Clear Creek,"$90,213 ","$660,536 "
8,2016,Conejos,NA,"$424,132 "
8,2016,Costilla,NR,"$369,689 "
8,2016,Denver,"$20,203,873 ","$27,642,402 "
8,2016,Eagle,"$207,938 ","$1,120,217 "
8,2016,El Paso,"$9,379,173 ",NR
8,2016,Fremont,"$241,413 ",NA
8,2016,Garfield,"$492,910 ","$1,712,513 "
8,2016,Gilpin,NR,"$284,116 "
8,2016,Grand,NR,"$401,001 "
8,2016,Gunnison,NR,"$477,649 "
8,2016,Huerfano,NA,NR
8,2016,Jefferson,"$1,704,885 ","$4,468,831 "
8,2016,La Plata,"$447,191 ","$2,212,954 "
8,2016,Lake,NA,"$297,877 "
8,2016,Larimer,"$1,416,132 ","$4,318,202 "
8,2016,Las Animas,NR,"$2,193,813 "
8,2016,Mesa,NR,NR
8,2016,Moffat,NR,NA
8,2016,Montezuma,"$88,650 ","$1,297,984 "
8,2016,Montrose,NR,NA
8,2016,Morgan,NR,NR
8,2016,Ouray,NR,"$492,384 "
8,2016,Park,NR,"$378,230 "
8,2016,Pitkin,"$101,521 ","$1,017,858 "
8,2016,Pueblo,"$945,662 ","$2,940,830 "
8,2016,Routt,"$171,608 ","$888,583 "
8,2016,Saguache,NA,NR
8,2016,San Juan,NA,NR
8,2016,San Miguel,"$47,479 ","$411,794 "
8,2016,Sedgwick,NR,NR
8,2016,Summit,"$165,787 ","$1,702,918 "
8,2016,Teller,NR,NA
8,2016,Weld,"$340,391 ","$2,444,651 "
9,2016, Total,"$39,672,483 ","$86,137,409 "
9,2016,Adams,"$412,289 ","$4,668,880 "
9,2016,Alamosa,NR,NA
9,2016,Arapahoe,"$1,493,979 ","$9,183,907 "
9,2016,Archuleta,NR,NR
9,2016,Boulder,"$2,337,601 ","$6,306,894 "
9,2016,Chaffee,NR,"$489,993 "
9,2016,Clear Creek,"$76,291 ","$608,871 "
9,2016,Conejos,NA,"$435,435 "
9,2016,Costilla,NR,"$342,066 "
9,2016,Denver,"$19,190,347 ","$29,423,313 "
9,2016,Eagle,"$191,615 ","$995,070 "
9,2016,El Paso,"$9,387,013 ",NR
9,2016,Fremont,"$239,079 ",NA
9,2016,Garfield,"$425,704 ","$1,754,542 "
9,2016,Gilpin,NR,"$300,505 "
9,2016,Grand,NR,NR
9,2016,Gunnison,NR,"$627,401 "
9,2016,Huerfano,NA,NR
9,2016,Jefferson,"$1,611,356 ","$4,537,417 "
9,2016,La Plata,"$442,682 ","$2,226,213 "
